行政區,街路名稱,起迄地點,地段率%,,,
安南區,本原街一段,全部（路含巷）,90,,,
安南區,本原街二段,全部（路含巷）,90,,,
安南區,本原街三段,全部（路含巷）,100,,,
安南區,本淵路,路全部,105,,,
安南區,本淵路,巷全部,100,,,
安南區,本淵一街,全部（路含巷）,100,,,
安南區,北安路二段,全部（路含巷）,120,,,
安南區,北安路三段,全部（路含巷）,100,,,
安南區,北安路四段,全部（路含巷）,100,,,
安南區,北安一街,全部（路含巷）,110,,,
安南區,北安二街,全部（路含巷）,110,,,
安南區,北安三街,全部（路含巷）,110,,,
安南區,北汕尾一路,全部（路含巷）,90,,,
安南區,北汕尾二路,全部（路含巷），媽祖宮一街交叉口至247巷口除外,90,,,
安南區,北汕尾二路,媽祖宮一街交叉口至247巷口,80,,,
安南區,北汕尾三路,全部（路含巷）,90,,,
安南區,永安路,全部（路含巷）,100,,,
安南區,永安一~五街,全部（路含巷）,100,,,
安南區,功安一~八街,全部（路含巷）,100,,,
安南區,四草大道,全部（路含巷）,90,,,
安南區,台江大道三段,全部（路含巷）,100,,,
安南區,台江大道四段,全部（路含巷）,100,,,
安南區,台江大道五段,全部（路含巷）,100,,,
安南區,同安路,路全部,105,,,
安南區,同安路,巷全部,100,,,
安南區,安中路一段,全部（698、699、700、701、702、703巷除外）,110,,,
安南區,安中路一段,698、699、700、701、702、703巷,90,,,
安南區,安通路四段,全部（路含巷）,100,,,
安南區,安通路五段,全部（路含巷）,100,,,
安南區,安通路六段,全部（路含巷）,100,,,
安南區,安通一街,全部（路含巷）,100,,,
安南區,安通二街,全部（路含巷）,100,,,
安南區,安通三街,全部（路含巷）,100,,,
安南區,安富街,全部（路含巷）,100,,,
安南區,安義路,全部（路含巷）,100,,,
安南區,安寧街,全部（路含巷）,100,,,
安南區,安興街,全部（路含巷）,90,,,
安南區,安豐一~六街,全部（路含巷）,100,,,
安南區,青砂街一段,全部（路含巷）,90,,,
安南區,青砂街二段,全部（路含巷）,90,,,
安南區,府安路二段,全部（路含巷）,100,,,
安南區,府安路三段,全部（路含巷）,100,,,
安南區,府安路四段,全部（路含巷）,100,,,
安南區,府安路五段,全部（路含巷）,100,,,
安南區,府安路六段,全部（路含巷）,100,,,
安南區,府安路七段,全部（路含巷）,100,,,
安南區,長和一街,全部（路含巷）,100,,,
安南區,長和路一段,全部（路含巷），823巷口、環館北路至慶和路間之路除外,100,,,
安南區,長和路一段,823巷口、環館北路至慶和路（不含巷）,110,,,
安南區,長和路二段,路全部,110,,,
安南區,長和路二段,巷全部,100,,,
安南區,長和路三段,路全部,110,,,
安南區,長和路三段,巷全部,100,,,
安南區,長和路四段,全部（路含巷）,100,,,
安南區,長溪路一段,路全部,110,,,
安南區,長溪路一段,巷全部,100,,,
安南區,長溪路二段,全部（路含巷）,100,,,
安南區,長溪路三段,全部（路含巷）,100,,,
安南區,海東五街,全部（路含巷）,110,,,
安南區,海東六街,全部（路含巷）,110,,,
安南區,海東七街,全部（路含巷）,110,,,
安南區,海東八街,全部（路含巷）,110,,,
安南區,海東九街,全部（路含巷）,110,,,
安南區,海東十街,全部（路含巷）,110,,,
安南區,海東十一街,全部（路含巷）,110,,,
安南區,海東十二街,全部（路含巷）,110,,,
安南區,海前路,全部（路含巷）,110,,,
安南區,海德一路,全部（路含巷）,110,,,
安南區,海德二路,全部（路含巷）,110,,,
安南區,海環街,全部（路含巷）,90,,,
安南區,郡安路三段,全部（路含巷）,100,,,
安南區,郡安路四段,全部（路含巷）,100,,,
安南區,郡安路五段,全部（路含巷）,100,,,
安南區,郡安路六段,全部（路含巷）,100,,,
安南區,泰安街,全部（路含巷）,100,,,
安南區,敦安街,全部（路含巷）,100,,,
安南區,培安路,全部（路含巷）,100,,,
安南區,培安一~四街,全部（路含巷）,100,,,
安南區,修安街,全部（路含巷）,100,,,
安南區,國安街,街全部,110,,,
安南區,國安街,巷全部,100,,,
安南區,頂安街,全部（路含巷）,100,,,
安南區,理安街,全部（路含巷）,100,,,
安南區,惠安街,全部（路含巷）,100,,,
安南區,敬安街,全部（路含巷）,100,,,
安南區,開安一~六街,全部（路含巷）,100,,,
安南區,開安路,全部（路含巷）,100,,,
安南區,興安路,全部（路含巷）,100,,,
安南區,館安路,全部（路含巷）,105,,,
安南區,館安一路,全部（路含巷）,105,,,
安南區,館安二路,全部（路含巷）,105,,,
安南區,館安三路,全部（路含巷）,105,,,
安南區,館前街,全部（路含巷）,105,,,
安南區,館前一路,全部（路含巷）,105,,,
安南區,館前二路,全部（路含巷）,105,,,
安南區,館前南路,全部（路含巷）,105,,,
安南區,環福街,全部（路含巷）,100,,,
安南區,環館路,路全部,110,,,
安南區,環館路,巷全部,100,,,
安南區,環館一路,全部（路含巷）,105,,,
安南區,環館二路,全部（路含巷）,105,,,
安南區,環館三路,全部（路含巷）,105,,,
安南區,環館五路,全部（路含巷）,105,,,
安南區,環館北路,全部（路含巷）,105,,,
安南區,總安街一段,全部（路含巷）,90,,,
安南區,總安街二段,全部（路含巷）,90,,,
安南區,顯宮一街,全部（路含巷）,90,,,
安南區,顯宮二街,全部（路含巷）,90,,,
安南區,顯草路,全部（路含巷）,100,,,
安南區,顯草街一段,全部（路含巷）,90,,,
安南區,顯草街二段,全部（路含巷）,90,,,
安南區,顯草街三段,全部（路含巷）,90,,,
安南區,鹽田路,全部（路含巷）,100,,,
安南區,鹽田一~六街,全部（路含巷）,100,,,
安南區,鹽安路,全部（路含巷）,100,,,
安南區,鹽安一街,全部（路含巷）,100,,,
新營區,八德路,全部(路含巷),100,,,
新營區,三民路,全部路,130,,,
新營區,三民路,全部巷,120,,,
新營區,三興街,全部(路含巷),120,,,
新營區,土庫,全部(路含巷),100,,,
新營區,大仁街,全部(路含巷),120,,,
新營區,大公街,全部(路含巷),120,,,
新營區,大同路,火車站圓環--嘉南大圳溝(全部路),130,,,
新營區,大同路,綠川路與大同路交叉--向北兩側至興國中學校門(全部路),125,,,
新營區,大同路,全部巷,120,,,
新營區,大勇街,全部(路含巷),120,,,
新營區,大智街,全部(路含巷),120,,,
新營區,大德街,全部(路含巷),120,,,
新營區,工業街,全部(路含巷),120,,,
新營區,中山路,信義街與光明街交叉口至延平路與民權路口(全部路),145,,,
新營區,中山路,其餘路,140,,,
新營區,中山路,全部巷,120,,,
新營區,中正路,大宏里、民權里：圓環--民治路交叉口(全部路),130,,,
新營區,中正路,民治路--電力公司南邊水溝(全部路),125,,,
新營區,中正路,電力公司--長榮路1段交叉口(全部路),120,,,
新營區,中正路,忠政里、王公里、大宏里:全部巷,120,,,
新營區,中正路,埤寮里、護鎮里：全部(路含巷),100,,,
新營區,中原街,全部(路含巷),120,,,
新營區,中華路,全部路,130,,,
新營區,中華路,全部巷,120,,,
新營區,中興路,興業里，永生里：全部路,130,,,
新營區,中興路,興業里，永生里：全部巷,120,,,
新營區,中興路,興安里：全部(路含巷),120,,,
新營區,五間厝,全部(路含巷),100,,,
新營區,五福路,全部(路含巷),100,,,
新營區,仁愛街,全部(路含巷),120,,,
新營區,仁壽街,全部(路含巷),130,,,
新營區,公正街,全部(路含巷),120,,,
新營區,公園路,全部(路含巷),120,,,
新營區,公誠街,全部(路含巷),120,,,
新營區,太子宮,全部(路含巷),100,,,
新營區,太子路,民榮里：全部路,120,,,
新營區,太子路,民榮里：全部巷,110,,,
新營區,太子路,南紙里：全部(路含巷),100,,,
新營區,文化街,全部(路含巷),130,,,
新營區,文昌街,全部(路含巷),120,,,
新營區,卯舍,全部(路含巷),100,,,
新營區,四維路,全部(路含巷),100,,,
新營區,正義街,復興路--中華路口,130,,,
新營區,正義街,中華路口--三民路口,120,,,
新營區,民生路,新北里：全部(路含巷),120,,,
新營區,民生路,民生里:全部路,125,,,
新營區,民生路,民生里：全部巷   ,120,,,
新營區,民有街,全部(路含巷),120,,,
新營區,民治東路,全部(路含巷),120,,,
新營區,民治路,全部路,125,,,
新營區,民治路,全部巷,120,,,
新營區,民族路,全部(路含巷),120,,,
新營區,民權路,復興路--中華路交叉點 ：全部路 ,145,,,
新營區,民權路,中華路交叉點--嘉南水圳溝：全部路,130,,,
新營區,民權路,"嘉南水圳溝--民治路口(民權路96-18至96-35號,96-40至96-71號除外)",125,,,
新營區,民權路,"嘉南水圳溝--民治路口(民權路96-18至96-35號,96-40至96-71號)",120,,,
新營區,民權路,全部巷,120,,,
新營區,永安街,全部(路含巷),130,,,
新營區,光明街,全部(路含巷),130,,,
新營區,同濟街,全部(路含巷),120,,,
新營區,安和街,全部(路含巷),120,,,
新營區,成功街,延平路--忠義街,145,,,
新營區,成功街,忠義街--復興路,120,,,
新營區,成功街,57巷1號 ~ 17號,120,,,
新營區,秀才,全部(路含巷),100,,,
新營區,育德一街,全部(路含巷),120,,,
新營區,育德三街,全部(路含巷),120,,,
新營區,育德五街,全部(路含巷),120,,,
新營區,育德七街,全部(路含巷),120,,,
新營區,育德九街,全部(路含巷),120,,,
新營區,育德十一街,全部(路含巷),120,,,
新營區,育德街,全部(路含巷),120,,,
新營區,角帶圍,全部(路含巷),100,,,
新營區,周武街,全部(路含巷),120,,,
新營區,和平路,全部(路含巷),120,,,
新營區,姑爺,全部(路含巷),100,,,
新營區,府西路,全部(路含巷),120,,,
新營區,延平路,長春街口--新進路,145,,,
新營區,延平路,新進路口--建業路口,140,,,
新營區,延平路,建業路口--急水溪橋,130,,,
新營區,延平路,全部巷,120,,,
新營區,忠孝路,全部(路含巷),100,,,
新營區,忠義街,成功街--復興路,135,,,
新營區,忠義街,成功街-長春街,120,,,
新營區,明清一街,全部(路含巷),120,,,
新營區,明清二街,全部(路含巷),120,,,
新營區,明清三街,全部(路含巷),120,,,
新營區,明清街,全部(路含巷),120,,,
新營區,東大街,全部(路含巷),120,,,
新營區,東山一路,全部(路含巷),120,,,
新營區,東山三路,全部(路含巷),120,,,
新營區,東山中路,全部(路含巷),120,,,
新營區,東山五路,全部(路含巷),120,,,
新營區,東山路,全部(路含巷),120,,,
新營區,東仁街,全部(路含巷),120,,,
新營區,東平街,全部(路含巷),120,,,
新營區,東光街,全部(路含巷),120,,,
新營區,東安街,全部(路含巷),120,,,
新營區,東和街,全部(路含巷),120,,,
新營區,東昇街,全部(路含巷),120,,,
新營區,東昌街,全部(路含巷),120,,,
新營區,東明街,全部(路含巷),120,,,
新營區,東林街,全部(路含巷),120,,,
新營區,東信街,全部(路含巷),120,,,
新營區,東勇街,全部(路含巷),120,,,
新營區,東泰一街,全部(路含巷),120,,,
新營區,東泰二街,全部(路含巷),120,,,
新營區,東泰三街,全部(路含巷),120,,,
新營區,東泰五街,全部(路含巷),120,,,
新營區,東泰七街,全部(路含巷),120,,,
新營區,東泰八街,全部(路含巷),120,,,
新營區,東泰九街,全部(路含巷),120,,,
新營區,東泰路,全部(路含巷),120,,,
新營區,東智街,全部(路含巷),120,,,
新營區,東隆街,全部(路含巷),120,,,
新營區,東愛街,全部(路含巷),120,,,
新營區,東義街,全部(路含巷),120,,,
新營區,東學路,全部(路含巷),120,,,
新營區,東興二街,全部(路含巷),120,,,
新營區,東興三街,全部(路含巷),120,,,
新營區,東興四街,全部(路含巷),120,,,
新營區,東興五街,全部(路含巷),120,,,
新營區,東興六街,全部(路含巷),120,,,
新營區,東興七街,全部(路含巷),120,,,
新營區,東興八街,全部(路含巷),120,,,
新營區,東興九街,全部(路含巷),120,,,
新營區,東興十街,全部(路含巷),120,,,
新營區,東興路,全部(路含巷),120,,,
新營區,武昌街,全部(路含巷),120,,,
新營區,武侯街,全部(路含巷),120,,,
新營區,金華路,全部(路含巷),120,,,
新營區,長春街,延平路--成功街--武侯街,145,,,
新營區,長春街,武侯街交叉口--和平路口,130,,,
新營區,長春街,全部巷,120,,,
新營區,長榮路1段,埤寮里：全部(路含巷),100,,,
新營區,長榮路1段,王公里、新東里：全部(路含巷),120,,,
新營區,長榮路2段,"忠政里、三仙里、
新北里、新南里：全部(路含巷)",120,,,
新營區,長榮路2段,埤寮里：全部(路含巷),100,,,
新營區,信義街,中山路交叉口--中華路口,130,,,
新營區,信義街,中華路口--民治路口,125,,,
新營區,信義街,全部巷,120,,,
新營區,南昌街,延平路交叉口--興農街口(全部路),125,,,
新營區,南昌街,興農街交叉口--裕民路口(全部路),120,,,
新營區,南昌街,全部巷,120,,,
新營區,南紙街,全部(路含巷),100,,,
新營區,南新街,全部(路含巷),120,,,
新營區,建國路,全部(路含巷),100,,,
新營區,建業路,南紙里：全部(路含巷),100,,,
新營區,建業路,南興里：全部(路含巷),120,,,
新營區,後鎮,全部(路含巷),100,,,
新營區,挖仔,全部(路含巷),100,,,
新營區,茄苳腳,全部(路含巷),100,,,
新營區,秦漢街,全部(路含巷),120,,,
新營區,紙廠,全部(路含巷),100,,,
新營區,健康路,全部路,125,,,
新營區,健康路,全部巷,120,,,
新營區,埤寮,全部(路含巷),100,,,
新營區,康樂街,全部(路含巷),130,,,
新營區,許丑,全部(路含巷),100,,,
新營區,博愛街,圓環--正義街口  ,130,,,
新營區,博愛街,正義街口--三民路口,120,,,
新營區,博愛街,全部巷,120,,,
新營區,富強街,全部(路含巷),120,,,
新營區,富源街,康樂街交叉點向東--仁壽街口(路含巷),135,,,
新營區,富源街,仁壽街交叉點向東--中興路交叉點(路含巷),125,,,
新營區,復興路,民權路--忠義街、正義街口(含29巷),145,,,
新營區,復興路,忠義街、正義街交叉口--公園路口,130,,,
新營區,復興路,民生里：公園路口--民治路口,125,,,
新營區,復興路,新南里、民榮里：民治路至太子路交叉口,125,,,
新營區,復興路,新南里、民榮里：太子路至長榮路交叉口,120,,,
新營區,復興路,民生里、新南里、民榮里：全部巷,120,,,
新營區,復興路,嘉芳里、南紙里：全部(路含巷),100,,,
新營區,進修街,全部(路含巷),120,,,
新營區,開元路,火車站-長榮陸橋交叉口(路含巷),120,,,
新營區,開元路,長榮陸橋往嘉義(路含巷),100,,,
新營區,隋唐街,全部(路含巷),120,,,
新營區,新工路,全部(路含巷),100,,,
新營區,新中路,全部(路含巷),100,,,
新營區,新太路,全部(路含巷),100,,,
新營區,新北一街,全部(路含巷),120,,,
新營區,新北二街,全部(路含巷),120,,,
新營區,新北三街,全部(路含巷),120,,,
新營區,新北四街,全部(路含巷),120,,,
新營區,新北五街,全部(路含巷),120,,,
新營區,新北六街,全部(路含巷),120,,,
新營區,新北七街,全部(路含巷),120,,,
新營區,新北八街,全部(路含巷),120,,,
新營區,新北街,全部(路含巷),120,,,
新營區,新圳路,全部(路含巷),100,,,
新營區,新東街,全部(路含巷),120,,,
新營區,新芳街,全部(路含巷),100,,,
新營區,新進路,全部路,130,,,
新營區,新進路,全部巷,120,,,
新營區,新進路二段,延平路口--武侯街口,130,,,
新營區,新進路二段,武侯街口--復興路口,125,,,
新營區,新進路二段,全部巷,120,,,
新營區,新業街,全部(路含巷),100,,,
新營區,新嘉街,全部(路含巷),100,,,
新營區,新榮一街,全部(路含巷),120,,,
新營區,新榮三街,全部(路含巷),120,,,
新營區,新榮四街,全部(路含巷),120,,,
新營區,新榮五街,全部(路含巷),120,,,
新營區,義和街,全部(路含巷),120,,,
新營區,裕民路,全部(路含巷),120,,,
新營區,嘉芳街,全部(路含巷),100,,,
新營區,綠川北街,全部(路含巷),120,,,
新營區,綠川路,全部(路含巷),120,,,
新營區,廠前街,全部(路含巷),120,,,
新營區,樂仁街,全部(路含巷),120,,,
新營區,樂利街,全部(路含巷),120,,,
新營區,興農街,全部(路含巷),120,,,
新營區,濟安街,全部(路含巷),120,,,
新營區,舊?,全部(路含巷),100,,,
新營區,鐵線橋,全部(路含巷),100,,,
鹽水區,八德路,全部(路含巷),100,,,
鹽水區,三福路,中正路轉西--轉東朝琴路兩側,140,,,
鹽水區,三福路,向西兩側至武廟路交叉口,135,,,
鹽水區,三福路,與武廟路交叉口至終點,120,,,
鹽水區,土庫,水秀里:1至73-5號,100,,,
鹽水區,土庫,水秀里：74號至終點,120,,,
鹽水區,中山路,全部(路含巷),120,,,
鹽水區,中正路,單號:1-27號,140,,,
鹽水區,中正路,其餘路,135,,,
鹽水區,中正路,全部巷,120,,,
鹽水區,仁愛路,全部(路含巷),100,,,
鹽水區,文武街,全部(路含巷),120,,,
鹽水區,月津路,全部(路含巷),120,,,
鹽水區,四維路,全部(路含巷),100,,,
鹽水區,五福路,全部(路含巷),100,,,
鹽水區,民生街,全部(路含巷),120,,,
鹽水區,北門路,全部(路含巷),100,,,
鹽水區,行昌路,全部(路含巷),120,,,
鹽水區,西門路,2號、2-2號,135,,,
鹽水區,西門路,其餘路全部,120,,,
鹽水區,自立街,全部(路含巷),100,,,
鹽水區,自強街,全部(路含巷),100,,,
鹽水區,和平路,全部(路含巷),100,,,
鹽水區,忠義路,全部(路含巷),120,,,
鹽水區,武廟路,向北兩側--北門路口:全部路,130,,,
鹽水區,武廟路,北門路交叉口--終點:全部路,120,,,
鹽水區,武廟路,全部巷,100,,,
鹽水區,治水路,全部(路含巷),120,,,
鹽水區,南太路,全部(路含巷),100,,,
鹽水區,忠孝路,全部(路含巷),100,,,
鹽水區,金和路,中境里：1、3、5號,120,,,
鹽水區,金和路,岸內里、義稠里：全部,100,,,
鹽水區,南門路,全部路,120,,,
鹽水區,南門路,全部巷,100,,,
鹽水區,後厝,全部(路含巷),120,,,
鹽水區,康樂路,全部(路含巷),120,,,
鹽水區,清?路,水秀里、福得里、三生里：全部(路含巷),120,,,
鹽水區,清?路,岸內里：全部(路含巷),100,,,
鹽水區,朝琴路,中正路交叉口向東及向西--三福路口兩側,140,,,
鹽水區,朝琴路,三福路交叉口至135號,135,,,
鹽水區,朝琴路,岸內里：143-257號(單號),100,,,
鹽水區,朝琴路,水秀里：110-198號(雙號),120,,,
鹽水區,朝琴路,其餘路及巷全部,120,,,
鹽水區,新中路,全部(路含巷),100,,,
鹽水區,新太路,全部路,120,,,
鹽水區,新太路,全部巷,100,,,
鹽水區,過港,全部(路含巷),120,,,
鹽水區,橋南街,全部(路含巷),120,,,
鹽水區,蔦松路,全部(路含巷),100,,,
鹽水區,二?、下中、下林、下寮、大莊、大豐、中州寮、天保厝、田寮、竹子?、竹圍、羊稠厝、?頭港、尾寮、汫水港、岸內、松子?、後寮、洪厝寮、倒茄苳、孫厝寮、桐寮、頂寮、麻油寮、番子寮、飯店、新岸內、溪州寮、義稠、蜈蜞坑、蔦松?、樹子?、舊營、歡雅,二?、下中、下林、下寮、大莊、大豐、中州寮、天保厝、田寮、竹子?、竹圍、羊稠厝、?頭港、尾寮、汫水港、岸內、松子?、後寮、洪厝寮、倒茄苳、孫厝寮、桐寮、頂寮、麻油寮、番子寮、飯店、新岸內、溪州寮、義稠、蜈蜞坑、蔦松?、樹子?、舊營、歡雅,100,,,
白河區,一心街路,全部(路含巷),120,,,
白河區,七賢街路,全部(路含巷),120,,,
白河區,九龍街路,全部(路含巷),120,,,
白河區,二聖街路,全部(路含巷),120,,,
白河區,八德街,全部(路含巷),120,,,
白河區,十全西街,全部(路含巷),120,,,
白河區,十全東街,全部(路含巷),120,,,
白河區,十全街,全部(路含巷),120,,,
白河區,三民路,秀佑里：全部(路含巷),100,,,
白河區,三民路,外角里：全部(路含巷)，除三民西巷、三民東巷外,120,,,
白河區,三民路,外角里：三民西巷、三民東巷；永安里：497巷、507巷,110,,,
白河區,三民路,永安里：全部路含巷，除497巷、507巷外,120,,,
白河區,三角潭路,全部(路含巷),100,,,
白河區,三間厝路,全部(路含巷),100,,,
白河區,三義街,全部(路含巷),120,,,
白河區,下秀祐路,全部(路含巷),100,,,
白河區,大排竹路,全部(路含巷),100,,,
白河區,大德街,全部(路含巷),100,,,
白河區,山子?路,全部(路含巷),100,,,
白河區,中山路,康樂街與中山路交叉口--往東山方向,120,,,
白河區,中山路,康樂街與中山路交叉口—中正路與中山路交叉口,140,,,
白河區,中山路,中正路與中山路交叉口--三民路與中山路交叉口,120,,,
白河區,中山路,三民路與中山路交叉口—新興路與中山路交叉口,130,,,
白河區,中山路,新興路與中山路交叉口—庄內里,120,,,
白河區,中山路,永安里:全部巷,120,,,
白河區,中正路,新起街與中正路交叉口—新富街與中正路交叉口,125,,,
白河區,中正路,新富街與中正路交叉口--新生路與中正路交叉口,140,,,
白河區,中正路,新生路與中正路交叉口—國泰路與中正路交叉口,130,,,
白河區,中正路,國泰路與中正路交叉口—秀祐里,120,,,
白河區,中正路,永安里:全部巷,120,,,
白河區,中正路,秀祐里：全部(路含巷),100,,,
白河區,中興街,全部(路含巷),120,,,
白河區,五汴頭路,全部(路含巷),100,,,
白河區,五福街路,全部(路含巷),120,,,
白河區,仁愛街,全部(路含巷),120,,,
白河區,仁德街,全部(路含巷),120,,,
白河區,內角路,全部(路含巷),100,,,
白河區,內枋林路,全部(路含巷),100,,,
白河區,內崎內路,全部(路含巷),100,,,
白河區,六合街路,全部(路含巷),120,,,
白河區,六重溪路,全部(路含巷),100,,,
白河區,文化街,全部(路含巷),120,,,
白河區,木屐寮路,全部(路含巷),100,,,
白河區,水火洞路,全部(路含巷),100,,,
白河區,水湖路,全部(路含巷),100,,,
白河區,火山路,全部(路含巷),100,,,
白河區,仙草路,全部(路含巷),100,,,
白河區,北埔路,全部(路含巷),100,,,
白河區,四維街,全部(路含巷),120,,,
白河區,外角路,全部(路含巷),120,,,
白河區,外崎內路,全部(路含巷),100,,,
白河區,平等街,全部(路含巷),120,,,
白河區,民安路,全部(路含巷),120,,,
白河區,民亨街,全部(路含巷),100,,,
白河區,民智街,全部(路含巷),120,,,
白河區,瓦?子,全部(路含巷),120,,,
白河區,甘宅路,全部(路含巷),100,,,
白河區,白水溪路,全部(路含巷),100,,,
白河區,光明街,全部(路含巷),120,,,
白河區,光華路,全部(路含巷),120,,,
白河區,安和街,全部(路含巷),120,,,
白河區,竹子門路,全部(路含巷),100,,,
白河區,竹圍子路,全部(路含巷),100,,,
白河區,自立街,全部(路含巷),120,,,
白河區,西安街,全部(路含巷),120,,,
白河區,?內路,全部(路含巷),120,,,
白河區,芎蕉宅路,全部(路含巷),100,,,
白河區,岩前路,全部(路含巷),100,,,
白河區,忠孝街,全部(路含巷),120,,,
白河區,昇平街,全部(路含巷),120,,,
白河區,明德街,全部(路含巷),120,,,
白河區,杭內路,全部(路含巷),100,,,
白河區,枋子林路,全部(路含巷),100,,,
白河區,枕頭山路,全部(路含巷),100,,,
白河區,林子內路,全部(路含巷),100,,,
白河區,長安路,全部(路含巷),120,,,
白河區,長春街,全部(路含巷),120,,,
白河區,長榮街,全部(路含巷),120,,,
白河區,南昌街,全部(路含巷),120,,,
白河區,南寮路,全部(路含巷),100,,,
白河區,客?內路,全部(路含巷),120,,,
白河區,建國街,全部(路含巷),120,,,
白河區,洪溪洲路,全部(路含巷),100,,,
白河區,崁子頭路,全部(路含巷),100,,,
白河區,海豊厝路,全部(路含巷),100,,,
白河區,草店路,全部(路含巷),100,,,
白河區,國光路,全部(路含巷),120,,,
白河區,國泰路,全部(路含巷),120,,,
白河區,埤子頭路,全部(路含巷),100,,,
白河區,埤斗子路,全部(路含巷),100,,,
白河區,崎子頭路,全部(路含巷),100,,,
白河區,康樂路,富民路暨康樂路9巷、30巷--康樂路與新起街交叉口,120,,,
白河區,康樂路,新起街口--中山路口,130,,,
白河區,粗溪路,全部(路含巷),100,,,
白河區,頂山?路,全部(路含巷),100,,,
白河區,頂秀祐路,全部(路含巷),100,,,
白河區,頂崁頭路,全部(路含巷),100,,,
白河區,富民路,全部(路含巷),120,,,
白河區,復興街,全部(路含巷),120,,,
白河區,番子園路,全部(路含巷),100,,,
白河區,詔安厝路,全部(路含巷),100,,,
白河區,開明街,全部(路含巷),120,,,
白河區,愛國街,全部(路含巷),120,,,
白河區,新生路,全部(路含巷),120,,,
白河區,新吉北街,全部(路含巷),120,,,
白河區,新厝路,全部(路含巷),120,,,
白河區,新起街,全部(路含巷),120,,,
白河區,新富街,全部(路含巷),120,,,
白河區,新興路,全部(路含巷),120,,,
白河區,裕民街,全部(路含巷),120,,,
白河區,裕農路,全部(路含巷),120,,,
白河區,蓮潭路,全部(路含巷),100,,,
白河區,頭前溪路,全部(路含巷),100,,,
白河區,檨子坑路,全部(路含巷),100,,,
白河區,檨子林路,全部(路含巷),100,,,
白河區,糞箕湖路,全部(路含巷),100,,,
白河區,舉人街,全部(路含巷),100,,,
白河區,檳榔?路,全部(路含巷),100,,,
白河區,關子嶺,全部(路含巷),100,,,
柳營區,十美街,全部(路含巷),110,,,
柳營區,士林街,全部(路含巷),110,,,
柳營區,士賢街,全部(路含巷),110,,,
柳營區,工一路,全部(路含巷),100,,,
柳營區,工七路,全部(路含巷),100,,,
柳營區,工二路,全部(路含巷),100,,,
柳營區,工三路,全部(路含巷),100,,,
柳營區,工五路,全部(路含巷),100,,,
柳營區,中山西路1段,東昇里：全部(路含巷),110,,,
柳營區,中山西路2段,兩側向西--福德一街與建興街交叉口(全部路),110,,,
柳營區,中山西路2段,福德一街與建興街交叉口兩側--終點(全部路),115,,,
柳營區,中山西路2段,光福、中埕、東昇里：全部巷,110,,,
柳營區,中山西路3段,兩側向西--仁愛路交叉口(路含巷),110,,,
柳營區,中山西路3段,仁愛路交叉口--終點(路含巷),100,,,
柳營區,中山東路2段,柳營國中兩側--終點(全部路),110,,,
柳營區,中山東路2段,其餘路及全部巷,100,,,
柳營區,中興南街,全部(路含巷),110,,,
柳營區,中興街,全部(路含巷),110,,,
柳營區,仁愛路,全部(路含巷),100,,,
柳營區,光福七街,全部(路含巷),110,,,
柳營區,光福五街,全部(路含巷),110,,,
柳營區,成功街,全部(路含巷),110,,,
柳營區,育英街,全部(路含巷),110,,,
柳營區,和平路,全部(路含巷),100,,,
柳營區,忠得街,全部(路含巷),110,,,
柳營區,東昇一街,全部(路含巷),110,,,
柳營區,東昇二街,全部(路含巷),110,,,
柳營區,東昇八街,全部(路含巷),110,,,
柳營區,東南七街,全部(路含巷),110,,,
柳營區,東南五街,全部(路含巷),110,,,
柳營區,建安街,全部(路含巷),110,,,
柳營區,建利街,全部(路含巷),110,,,
柳營區,建國路,全部(路含巷),110,,,
柳營區,建業路,全部(路含巷),110,,,
柳營區,建興街,全部(路含巷),110,,,
柳營區,柳營,全部(路含巷),110,,,
柳營區,柳營路1、2段,士林、光福里：全部巷,110,,,
柳營區,柳營路1段,兩側向北--建安街、柳營國小交叉口(全部路),110,,,
柳營區,柳營路1段,建安街、柳營國小交叉口兩側向北--終點(全部路),115,,,
柳營區,柳營路2段,兩側向北--十美街交叉口(全部路),115,,,
柳營區,柳營路2段,十美街交叉口--終點(全部路),110,,,
柳營區,柳營路3段,全部(路含巷),110,,,
柳營區,界和路,全部(路含巷),110,,,
柳營區,酒精,全部(路含巷),110,,,
柳營區,康樂街,全部(路含巷),110,,,
柳營區,博愛街,全部(路含巷),110,,,
柳營區,進學一街,全部(路含巷),110,,,
柳營區,進學二街,全部(路含巷),110,,,
柳營區,進學三街,全部(路含巷),110,,,
柳營區,義士路1段,全部(路含巷),100,,,
柳營區,義士路2段,全部(路含巷),100,,,
柳營區,義士路3段,全部(路含巷),100,,,
柳營區,義士路5段,全部(路含巷),100,,,
柳營區,腳腿仔大道,全部(路含巷),100,,,
柳營區,福中街,全部(路含巷),110,,,
柳營區,福安一街,全部(路含巷),110,,,
柳營區,福安二街,全部(路含巷),110,,,
柳營區,福德一街,全部(路含巷),110,,,
柳營區,福德二街,全部(路含巷),110,,,
柳營區,福德三街,全部(路含巷),110,,,
柳營區,德元埤大道,全部(路含巷),100,,,
柳營區,橋南,全部(路含巷),110,,,
柳營區,環園西路1段,全部(路含巷),100,,,
柳營區,環園西路2段,全部(路含巷),100,,,
柳營區,環園東路1段,全部(路含巷),100,,,
柳營區,環園東路2段,全部(路含巷),100,,,
柳營區,雙和路,全部(路含巷),110,,,
